repo,subset,split,row_id,prompt_hash,prompt_len,completion_len,annotation_source,n_annotations,n_valid_spans,n_invalid_spans
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,94,9061048db12394f5d28590c8fcc389e8,108,2358,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,95,10ebf87c2f3bb3771939ce257eaa1a9b,50,3460,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,96,bfffa9ccf018148ad5e20d80def687a2,307,4420,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,97,c2c0ddfcad70bf4996a2a076ec42ecea,53,1099,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,98,ce9d56c016b573716f48df3b48e2c61d,81,406,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,99,f51ae4756666c4b06b7ad992de221b6a,45,1198,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,100,72937f0ad13c5b8223a83dbaf9e38575,299,3511,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,101,c87e37dbfbd23c0636a5b34e8df510c1,36,3055,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,102,3d0c17cc61a557fc1ccab3105fea541d,41,1528,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,103,36ebda1e2604395d5002c172494c261a,83,1344,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,104,ad03410b3f32fed44098e11412ab6707,84,1107,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,105,96cfce8cdcf794b7bea17385d140e337,174,2015,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,106,cbeba177e4caff010711bed3dfcc0deb,79,2534,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,107,0f5952520bfe720ff23a8cb8b79b31e4,391,4844,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,108,3b386698a0bd01636de4d32f0a36c638,255,3670,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,109,cdcb772ad2f66ff903745f9285653145,83,1883,annotations,19,19,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,110,f454ff30b15dc2800bb3455f54c44c26,310,2691,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,111,63dfafa965cefb8bb3bc5357f0fb268b,240,3356,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,112,012350ff79ce058b824debbc3709644b,76,1549,annotations,2,2,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,113,0ffb6d61d916e16b67967a303dc94d41,117,2927,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,114,2129260e131728a1dc113f35df8c8f84,69,1025,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,115,a41079b0a4e724522f0bfeab076e06c9,65,1993,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,116,5cf2034144d3ca8257019a3bf51692c6,73,1936,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,117,9bcf25e25ca69d846e495ad78a2cb04e,58,1792,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,118,b7b8dab06589901f5f64b97cbd7cb111,45,1345,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,119,037849d411e4efea48d2d4ec507d9f7f,126,1663,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,120,75644c24c0b51a768e54cbda95ac70c5,370,5430,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,121,89e8a9c46269ce418b3d221e400fdf8b,48,3471,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,122,09e91620c5b619526a0b9b0526f64c51,192,2249,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,123,4348ca701711987b7080a23b2fd482ec,68,1646,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,124,7f9a81ce3c5217a0905bbdfa02a67db3,348,3230,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,125,b444b806bf6a1392f0b5019b2109c613,57,753,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,126,2546ea247c94e82a341cf233006aed35,66,1530,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,127,0952ecf61fa183b8bd21a8e433efc5e9,342,3039,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,128,6ff93da4f3180962fe8fcc259cda1dcb,90,1180,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,129,91fe406f40e202b303b71b84ea580e2e,44,648,annotations,5,4,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,130,23aafb74650bfff3865f62ba12ae4729,268,2903,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,131,eb12e95e39a78435ef799b96b55f27f8,57,2659,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,132,76f23edfc16317fade25975c154600d2,98,2780,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,133,b1809446e791e9022a8a59338058a01f,65,2149,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,134,6d677553646160619098130aec38e1f8,50,1506,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,135,6530e4d5998b7758ea924bf6a34928ac,273,4211,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,136,faf246558c0810ba5803c8a09ef83929,247,3094,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,137,79377a215a9c0c876d7d65d5b355b215,217,2175,annotations,7,6,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,138,2da0b7cbf45e6fb1583cd12a7218b6cf,76,1360,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,139,ea33a7b964cb678257281c5bb6bd4210,69,2467,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,140,4fef8ae362189ace7804ddb058d01874,60,1634,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,141,636159a40c9411d6df8efa9f13a476fa,124,2617,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,142,b460f0b97953023f2f8298cfa04582d5,85,1448,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,143,6d4bfbb194e693473cbf4f5917f15060,232,4413,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,144,4fdfb90af3d73b8796f52d1634c7c738,66,2304,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,145,366b35507ff6f19ad8c872fe7378d2e9,90,2759,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,146,ec0121578fe077720128e97d89e9409b,109,2665,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,147,0926c62bcb55bc4ee6705c2d58dcadb5,210,1953,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,148,ac28b245847773330e0e80fc4487370c,34,930,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,149,3db87083060af52cedac69cd53be5601,239,4893,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,150,f827b010b5dc9e702a960c893eecdc7a,73,3352,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,151,37f19abacd64ab13415c3f3e42a9c3dd,94,2166,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,152,bc33624f684bfcbbce2ebff1b52e9d09,77,3415,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,153,0cb128efcd48366a4fdcbb0344aad10f,90,3010,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,154,2d2f13c71e4daadecf0481caecd81c5f,54,1165,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,155,905c21d4d25a7b1f394ec377f1cb5f06,357,4954,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,156,d8d1e1163a300fa5c93fd997ba51f330,195,3632,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,157,648968cd82e258712cae4f864e872ea6,390,3188,annotations,15,15,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,158,dd2fe03889a656bdad159738e8ad9cab,80,3026,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,159,f33fb1d7d36487e7a7071dfa1975a848,86,2283,annotations,14,14,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,160,80e0c9a71d5d3cebdbabde93f9a777a5,280,3515,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,161,a3caaee1ec786b1d1b9ee277dbbedc14,270,2943,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,162,842aff98bdb4983caeed6f518d609a38,57,3063,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,163,601c80e962c85ff4449cabf7e2267415,55,1978,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,164,254d2abbc5970e5c4506229b9f3ae73d,40,1686,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,165,4e4b2b15c5bc99def5c34dde9791317e,54,2157,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,166,98e3669fb6a08964d34036efc155ee1b,249,3889,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,167,ac235b85491ca317174d05ae8d47f3ed,56,2962,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,168,7ed35cbc443696918255198e59f078e5,361,3141,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,169,e8c4a5e3df673c676cc1cc1244c7bc47,54,2018,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,170,2ea779c2e9a675f7c54735e1de9e01b5,59,2098,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,171,b38c7a6376a318598fa9d2c2fbeac8fc,298,4878,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,172,7484f8be5cd96d65c0e9d576e2fefb74,58,1479,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,173,3f5ecbbaef2f08df7ebddc56f82a98f3,363,3168,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,174,be67195770edbbd3e7fd4f7d1bc15234,327,3781,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,175,87d4a0568cecbea2e232ffccfc897fe7,77,2441,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,176,329aee99a12f105567a707bff2b2ad0d,71,2016,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,177,2830ae90d881668651406caf1086d18b,35,2022,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,178,43facfea183a175ba45d0254713ad267,194,2916,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,179,d8f159ab2daac6d26c9d6c9fa682e114,47,990,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,180,ba8d7ca03268f4d2ee8e06ab77f0d02e,98,1478,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,181,ff30db6041e4c9cca3071a8c7ca4b79f,68,1878,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,182,9935a516e5c60e1862395288fda7e2a8,113,2206,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,183,279cb699ef64e9ed90b30526ec230d66,282,2639,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,184,55b4013aaf0a3f798e89981953637e89,57,2742,annotations,13,13,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,185,0860ebfcb98e755d7cdb100752646ed0,36,879,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,186,4d88c86be830860162896c730bb74133,280,4139,annotations,1,1,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,187,7cc0205f494d38919a4abcd8c298c8ca,80,1780,annotations,1,1,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,188,a556509e8d90c29acce702a572292c57,404,4165,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,189,3922dcd6303dafa448b78686b04eff7d,70,1810,annotations,7,7,0
